x (m), y (m), th (rad), stamp, 
2.367321014404297, -3.3539507389068604, 1.0138809356924972, 1759502797834700946, 
2.372812271118164, -3.3451972007751465, 1.0133159333733912, 1759502797876815260, 
2.3795697689056396, -3.334493637084961, 1.0110605088314075, 1759502797926784760, 
2.386052131652832, -3.3241424560546875, 1.0099087017824868, 1759502797976773828, 
2.392353057861328, -3.3141746520996094, 1.0114790722858917, 1759502798024803678, 
2.4003348350524902, -3.301103115081787, 1.0114006797040398, 1759502798086169170, 
2.4042913913726807, -3.2949724197387695, 1.0110743483122175, 1759502798116027285, 
2.4108686447143555, -3.2845277786254883, 1.0122111614327731, 1759502798166175795, 
2.4175257682800293, -3.2740166187286377, 1.0122170181774308, 1759502798216855320, 
2.4250965118408203, -3.261760950088501, 1.011359921826593, 1759502798276663964, 
2.431795120239258, -3.2511231899261475, 1.0120749543058816, 1759502798327770602, 
2.4384825229644775, -3.2406349182128906, 1.012154830413272, 1759502798377924429, 
2.4445953369140625, -3.230792760848999, 1.011455026407712, 1759502798425781882, 
2.4513094425201416, -3.2202446460723877, 1.0127371195993515, 1759502798475794988, 
2.456932544708252, -3.2113566398620605, 1.0124844446071515, 1759502798517080922, 
2.465575933456421, -3.1972336769104004, 1.0141937976026452, 1759502798585515094, 
2.472087860107422, -3.1867733001708984, 1.0153142492038312, 1759502798635295769, 
2.477477550506592, -3.178013324737549, 1.0157863567490673, 1759502798676883388, 
2.4839534759521484, -3.1676557064056396, 1.0157846251437253, 1759502798726766889, 
2.490345001220703, -3.1572656631469727, 1.0144589833918192, 1759502798776835610, 
2.497119426727295, -3.146622657775879, 1.0131798015865783, 1759502798825838764, 
2.503568649291992, -3.136345624923706, 1.0122260706479251, 1759502798876754231, 
2.511202096939087, -3.123936891555786, 1.010873088386885, 1759502798936021037, 
2.5179855823516846, -3.1130480766296387, 1.0101535232805399, 1759502798986498372, 
2.5245108604431152, -3.1026670932769775, 1.0094399570824397, 1759502799036242885, 
2.5296599864959717, -3.0944931507110596, 1.0100572357170612, 1759502799076874454, 
2.536206007003784, -3.08400559425354, 1.0112039873573757, 1759502799126781976, 
2.5427844524383545, -3.0736851692199707, 1.0103299679788744, 1759502799175996997, 
2.5493738651275635, -3.0632824897766113, 1.0107893751641126, 1759502799226803558, 
2.5556764602661133, -3.0529837608337402, 1.0109809047866498, 1759502799276043744, 
